Index,date,close
282,10/5/2023,319.36
283,10/4/2023,318.96
284,10/3/2023,313.39
285,10/2/2023,321.8
286,9/29/2023,315.75
287,9/28/2023,313.64
288,9/27/2023,312.79
289,9/26/2023,312.14
290,9/25/2023,317.54
291,9/22/2023,317.01
292,9/21/2023,319.53
293,9/20/2023,320.77
294,9/19/2023,328.65
295,9/18/2023,329.06
296,9/15/2023,330.22
297,9/14/2023,338.7
298,9/13/2023,336.06
299,9/12/2023,331.77
300,9/11/2023,337.94
301,9/8/2023,334.27
302,9/7/2023,329.91
303,9/6/2023,332.88
304,9/5/2023,333.55
305,9/1/2023,328.66
306,8/31/2023,327.76
307,8/30/2023,328.79
308,8/29/2023,328.41
309,8/28/2023,323.7
310,8/25/2023,322.98
311,8/24/2023,319.97
312,8/23/2023,327
313,8/22/2023,322.46
314,8/21/2023,321.88
315,8/18/2023,316.48
316,8/17/2023,316.88
317,8/16/2023,320.4
318,8/15/2023,321.86
319,8/14/2023,324.04
320,8/11/2023,321.01
321,8/10/2023,322.93
322,8/9/2023,322.23
323,8/8/2023,326.05
324,8/7/2023,330.11
325,8/4/2023,327.78
326,8/3/2023,326.66
327,8/2/2023,327.5
328,8/1/2023,336.34
329,7/31/2023,335.92
330,7/28/2023,338.37
331,7/27/2023,330.72
332,7/26/2023,337.77
333,7/25/2023,350.98
334,7/24/2023,345.11
335,7/21/2023,343.77
336,7/20/2023,346.87
337,7/19/2023,355.08
338,7/18/2023,359.49
339,7/17/2023,345.73
340,7/14/2023,345.24
341,7/13/2023,342.66
342,7/12/2023,337.2
343,7/11/2023,332.47
344,7/10/2023,331.83
345,7/7/2023,337.22
346,7/6/2023,341.27
347,7/5/2023,338.15
348,7/3/2023,337.99
349,6/30/2023,340.54
350,6/29/2023,335.05
351,6/28/2023,335.85
352,6/27/2023,334.57
353,6/26/2023,328.6
354,6/23/2023,335.02
355,6/22/2023,339.71
356,6/21/2023,333.56
357,6/20/2023,338.05
358,6/16/2023,342.33
359,6/15/2023,348.1
360,6/14/2023,337.34
361,6/13/2023,334.29
362,6/12/2023,331.85
363,6/9/2023,326.79
364,6/8/2023,325.26
365,6/7/2023,323.38
366,6/6/2023,333.68
367,6/5/2023,335.94
368,6/2/2023,335.4
369,6/1/2023,332.58
370,5/31/2023,328.39
371,5/30/2023,331.21
372,5/26/2023,332.89
373,5/25/2023,325.92
374,5/24/2023,313.85
375,5/23/2023,315.26
376,5/22/2023,321.18
377,5/19/2023,318.34
378,5/18/2023,318.52
379,5/17/2023,314
380,5/16/2023,311.74
381,5/15/2023,309.46
382,5/12/2023,308.97
383,5/11/2023,310.11
384,5/10/2023,312.31
385,5/9/2023,307
386,5/8/2023,308.65
387,5/5/2023,310.65
388,5/4/2023,305.41
389,5/3/2023,304.4
390,5/2/2023,305.41
391,5/1/2023,305.56
392,4/28/2023,307.26
393,4/27/2023,304.83
394,4/26/2023,295.37
395,4/25/2023,275.42
396,4/24/2023,281.77
397,4/21/2023,285.76
398,4/20/2023,286.11
399,4/19/2023,288.45
400,4/18/2023,288.37
401,4/17/2023,288.8
402,4/14/2023,286.14
403,4/13/2023,289.84
404,4/12/2023,283.49
405,4/11/2023,282.83
406,4/10/2023,289.39
407,4/6/2023,291.6
408,4/5/2023,284.34
409,4/4/2023,287.18
410,4/3/2023,287.23
411,3/31/2023,288.3
412,3/30/2023,284.05
413,3/29/2023,280.51
414,3/28/2023,275.23
415,3/27/2023,276.38
416,3/24/2023,280.57
417,3/23/2023,277.66
418,3/22/2023,272.29
419,3/21/2023,273.78
420,3/20/2023,272.23
421,3/17/2023,279.43
422,3/16/2023,276.2
423,3/15/2023,265.44
424,3/14/2023,260.79
425,3/13/2023,253.92
426,3/10/2023,248.59
427,3/9/2023,252.32
428,3/8/2023,253.7
429,3/7/2023,254.15
430,3/6/2023,256.87
431,3/3/2023,255.29
432,3/2/2023,251.11
433,3/1/2023,246.27
434,2/28/2023,249.42
435,2/27/2023,250.16
436,2/24/2023,249.22
437,2/23/2023,254.77
438,2/22/2023,251.51
439,2/21/2023,252.67
440,2/17/2023,258.06
441,2/16/2023,262.15
442,2/15/2023,269.32
443,2/14/2023,272.17
444,2/13/2023,271.32
445,2/10/2023,263.1
446,2/9/2023,263.62
447,2/8/2023,266.73
448,2/7/2023,267.56
449,2/6/2023,256.77
450,2/3/2023,258.35
451,2/2/2023,264.6
452,2/1/2023,252.75
453,1/31/2023,247.81
454,1/30/2023,242.71
455,1/27/2023,248.16
456,1/26/2023,248
457,1/25/2023,240.61
458,1/24/2023,242.04
459,1/23/2023,242.58
460,1/20/2023,240.22
461,1/19/2023,231.93
462,1/18/2023,235.81
463,1/17/2023,240.35
464,1/13/2023,239.23
465,1/12/2023,238.51
466,1/11/2023,235.77
467,1/10/2023,228.85
468,1/9/2023,227.12
469,1/6/2023,224.93
470,1/5/2023,222.31
471,1/4/2023,229.1
472,1/3/2023,239.58
473,12/30/2022,239.82
474,12/29/2022,241.01
475,12/28/2022,234.53
476,12/27/2022,236.96
477,12/23/2022,238.73
478,12/22/2022,238.19
479,12/21/2022,244.43
480,12/20/2022,241.8
481,12/19/2022,240.45
482,12/16/2022,244.69
483,12/15/2022,249.01
484,12/14/2022,257.22
485,12/13/2022,256.92
486,12/12/2022,252.51
487,12/9/2022,245.42
488,12/8/2022,247.4
489,12/7/2022,244.37
490,12/6/2022,245.12
491,12/5/2022,250.2
492,12/2/2022,255.02
493,12/1/2022,254.69
494,11/30/2022,255.14
495,11/29/2022,240.33
496,11/28/2022,241.76
497,11/25/2022,247.49
498,11/23/2022,247.58
499,11/22/2022,245.03
500,11/21/2022,242.05
501,11/18/2022,241.22
502,11/17/2022,241.68
503,11/16/2022,241.73
504,11/15/2022,241.97
505,11/14/2022,241.55
506,11/11/2022,247.11
507,11/10/2022,242.98
508,11/9/2022,224.51
509,11/8/2022,228.87
510,11/7/2022,227.87
511,11/4/2022,221.39
512,11/3/2022,214.25
513,11/2/2022,220.1
514,11/1/2022,228.17
515,10/31/2022,232.13
516,10/28/2022,235.87
517,10/27/2022,226.75
518,10/26/2022,231.32
519,10/25/2022,250.66
520,10/24/2022,247.25
521,10/21/2022,242.12
522,10/20/2022,236.15
523,10/19/2022,236.48
524,10/18/2022,238.5
525,10/17/2022,237.53
526,10/14/2022,228.56
527,10/13/2022,234.24
528,10/12/2022,225.75
529,10/11/2022,225.41
530,10/10/2022,229.25
531,10/7/2022,234.24
532,10/6/2022,246.79
533,10/5/2022,249.2
534,10/4/2022,248.88
535,10/3/2022,240.74
536,9/30/2022,232.9
537,9/29/2022,237.5
538,9/28/2022,241.07
539,9/27/2022,236.41
540,9/26/2022,237.45
541,9/23/2022,237.92
542,9/22/2022,240.98
543,9/21/2022,238.95
544,9/20/2022,242.45
545,9/19/2022,244.52
546,9/16/2022,244.74
547,9/15/2022,245.38
548,9/14/2022,252.22
549,9/13/2022,251.99
550,9/12/2022,266.65
551,9/9/2022,264.46
552,9/8/2022,258.52
553,9/7/2022,258.09
554,9/6/2022,253.25
555,9/2/2022,256.06
556,9/1/2022,260.4
557,8/31/2022,261.47
558,8/30/2022,262.97
559,8/29/2022,265.23
560,8/26/2022,268.09
561,8/25/2022,278.85
562,8/24/2022,275.79
563,8/23/2022,276.44
564,8/22/2022,277.75
565,8/19/2022,286.15
566,8/18/2022,290.17
567,8/17/2022,291.32
568,8/16/2022,292.71
569,8/15/2022,293.47
570,8/12/2022,291.91
571,8/11/2022,287.02
572,8/10/2022,289.16
573,8/9/2022,282.3
574,8/8/2022,280.32
575,8/5/2022,282.91
576,8/4/2022,283.65
577,8/3/2022,282.47
578,8/2/2022,274.82
579,8/1/2022,278.01
580,7/29/2022,280.74
581,7/28/2022,276.41
582,7/27/2022,268.74
583,7/26/2022,251.9
584,7/25/2022,258.83
585,7/22/2022,260.36
586,7/21/2022,264.84
587,7/20/2022,262.27
588,7/19/2022,259.53
589,7/18/2022,254.25
590,7/15/2022,256.72
591,7/14/2022,254.08
592,7/13/2022,252.72
593,7/12/2022,253.67
594,7/11/2022,264.51
595,7/8/2022,267.66
596,7/7/2022,268.4
597,7/6/2022,266.21
598,7/5/2022,262.85
599,7/1/2022,259.58
600,6/30/2022,256.83
601,6/29/2022,260.26
602,6/28/2022,256.48
603,6/27/2022,264.89
604,6/24/2022,267.7
605,6/23/2022,258.86
606,6/22/2022,253.13
607,6/21/2022,253.74
608,6/17/2022,247.65
609,6/16/2022,244.97
610,6/15/2022,251.76
611,6/14/2022,244.49
612,6/13/2022,242.26
613,6/10/2022,252.99
614,6/9/2022,264.79
615,6/8/2022,270.41
616,6/7/2022,272.5
617,6/6/2022,268.75
618,6/3/2022,270.02
619,6/2/2022,274.58
620,6/1/2022,272.42
621,5/31/2022,271.87
622,5/27/2022,273.24
623,5/26/2022,265.9
624,5/25/2022,262.52
625,5/24/2022,259.62
626,5/23/2022,260.65
627,5/20/2022,252.56
628,5/19/2022,253.14
629,5/18/2022,254.08
630,5/17/2022,266.82
631,5/16/2022,261.5
632,5/13/2022,261.12
633,5/12/2022,255.35
634,5/11/2022,260.55
635,5/10/2022,269.5
636,5/9/2022,264.58
637,5/6/2022,274.73
638,5/5/2022,277.35
639,5/4/2022,289.98
640,5/3/2022,281.78
641,5/2/2022,284.47
642,4/29/2022,277.52
643,4/28/2022,289.63
644,4/27/2022,283.22
645,4/26/2022,270.22
646,4/25/2022,280.72
647,4/22/2022,274.03
648,4/21/2022,280.81
649,4/20/2022,286.36
650,4/19/2022,285.3
651,4/18/2022,280.52
652,4/14/2022,279.83
653,4/13/2022,287.62
654,4/12/2022,282.06
655,4/11/2022,285.26
656,4/8/2022,296.97
657,4/7/2022,301.37
658,4/6/2022,299.5
659,4/5/2022,310.88
660,4/4/2022,314.97
661,4/1/2022,309.42
662,3/31/2022,308.31
663,3/30/2022,313.86
664,3/29/2022,315.41
665,3/28/2022,310.7
666,3/25/2022,303.68
667,3/24/2022,304.1
668,3/23/2022,299.49
669,3/22/2022,304.06
670,3/21/2022,299.16
671,3/18/2022,300.43
672,3/17/2022,295.22
673,3/16/2022,294.39
674,3/15/2022,287.15
675,3/14/2022,276.44
676,3/11/2022,280.07
677,3/10/2022,285.59
678,3/9/2022,288.5
679,3/8/2022,275.85
680,3/7/2022,278.91
681,3/4/2022,289.86
682,3/3/2022,295.92
683,3/2/2022,300.19
684,3/1/2022,294.95
685,2/28/2022,298.79
686,2/25/2022,297.31
687,2/24/2022,294.59
688,2/23/2022,280.27
689,2/22/2022,287.72
690,2/18/2022,287.93
691,2/17/2022,290.73
692,2/16/2022,299.5
693,2/15/2022,300.47
694,2/14/2022,295
695,2/11/2022,295.04
696,2/10/2022,302.38
697,2/9/2022,311.21
698,2/8/2022,304.56
699,2/7/2022,300.95
700,2/4/2022,305.94
701,2/3/2022,301.25
702,2/2/2022,313.46
703,2/1/2022,308.76
704,1/31/2022,310.98
705,1/28/2022,308.26
706,1/27/2022,299.84
707,1/26/2022,296.71
708,1/25/2022,288.49
709,1/24/2022,296.37
710,1/21/2022,296.03
711,1/20/2022,301.6
712,1/19/2022,303.33
713,1/18/2022,302.65
714,1/14/2022,310.2
715,1/13/2022,304.8
716,1/12/2022,318.27
717,1/11/2022,314.98
718,1/10/2022,314.27
719,1/7/2022,314.04
720,1/6/2022,313.88
721,1/5/2022,316.38
722,1/4/2022,329.01
723,1/3/2022,334.75
724,12/31/2021,336.32
725,12/30/2021,339.32
726,12/29/2021,341.95
727,12/28/2021,341.25
728,12/27/2021,342.45
729,12/23/2021,334.69
730,12/22/2021,333.2
731,12/21/2021,327.29
732,12/20/2021,319.91
733,12/17/2021,323.8
734,12/16/2021,324.9
735,12/15/2021,334.65
736,12/14/2021,328.34
737,12/13/2021,339.4
738,12/10/2021,342.54
739,12/9/2021,333.1
740,12/8/2021,334.97
741,12/7/2021,334.92
742,12/6/2021,326.19
743,12/3/2021,323.01
744,12/2/2021,329.49
745,12/1/2021,330.08
746,11/30/2021,330.59
747,11/29/2021,336.63
748,11/26/2021,329.68
749,11/24/2021,337.91
750,11/23/2021,337.68
751,11/22/2021,339.83
752,11/19/2021,343.11
753,11/18/2021,341.27
754,11/17/2021,339.12
755,11/16/2021,339.51
756,11/15/2021,336.07
757,11/12/2021,336.72
758,11/11/2021,332.43
759,11/10/2021,330.8
760,11/9/2021,335.95
761,11/8/2021,336.99
762,11/5/2021,336.06
763,11/4/2021,336.44
764,11/3/2021,334
765,11/2/2021,333.13
766,11/1/2021,329.37
767,10/29/2021,331.62
768,10/28/2021,324.35
769,10/27/2021,323.17
770,10/26/2021,310.11
771,10/25/2021,308.13
772,10/22/2021,309.16
773,10/21/2021,310.76
774,10/20/2021,307.41
775,10/19/2021,308.23
776,10/18/2021,307.29
777,10/15/2021,304.21
778,10/14/2021,302.75
779,10/13/2021,296.31
780,10/12/2021,292.88
781,10/11/2021,294.23
782,10/8/2021,294.85
783,10/7/2021,294.85
784,10/6/2021,293.11
785,10/5/2021,288.76
786,10/4/2021,283.11
787,10/1/2021,289.1
788,9/30/2021,281.92
789,9/29/2021,284
790,9/28/2021,283.52
791,9/27/2021,294.17
792,9/24/2021,299.35
793,9/23/2021,299.56
794,9/22/2021,298.58
795,9/21/2021,294.8
796,9/20/2021,294.3
797,9/17/2021,299.87
798,9/16/2021,305.22
799,9/15/2021,304.82
800,9/14/2021,299.79
801,9/13/2021,296.99
802,9/10/2021,295.71
803,9/9/2021,297.25
804,9/8/2021,300.21
805,9/7/2021,300.18
806,9/3/2021,301.14
807,9/2/2021,301.15
808,9/1/2021,301.83
809,8/31/2021,301.88
810,8/30/2021,303.59
811,8/27/2021,299.72
812,8/26/2021,299.09
813,8/25/2021,302.01
814,8/24/2021,302.62
815,8/23/2021,304.65
816,8/20/2021,304.36
817,8/19/2021,296.77
818,8/18/2021,290.73
819,8/17/2021,293.08
820,8/16/2021,294.6
821,8/13/2021,292.85
822,8/12/2021,289.81
823,8/11/2021,286.95
824,8/10/2021,286.44
825,8/9/2021,288.33
826,8/6/2021,289.46
827,8/5/2021,289.52
828,8/4/2021,286.51
829,8/3/2021,287.12
830,8/2/2021,284.82
831,7/30/2021,284.91
832,7/29/2021,286.5
833,7/28/2021,286.22
834,7/27/2021,286.54
835,7/26/2021,289.05
836,7/23/2021,289.67
837,7/22/2021,286.14
838,7/21/2021,281.4
839,7/20/2021,279.32
840,7/19/2021,277.01
841,7/16/2021,280.75
842,7/15/2021,281.03
843,7/14/2021,282.51
844,7/13/2021,280.98
845,7/12/2021,277.32
846,7/9/2021,277.94
847,7/8/2021,277.42
848,7/7/2021,279.93
849,7/6/2021,277.66
850,7/2/2021,277.65
851,7/1/2021,271.6
852,6/30/2021,270.9
853,6/29/2021,271.4
854,6/28/2021,268.72
855,6/25/2021,265.02
856,6/24/2021,266.69
857,6/23/2021,265.27
858,6/22/2021,265.51
859,6/21/2021,262.63
860,6/18/2021,259.43
861,6/17/2021,260.9
862,6/16/2021,257.38
863,6/15/2021,258.36
864,6/14/2021,259.89
865,6/11/2021,257.89
866,6/10/2021,257.24
867,6/9/2021,253.59
868,6/8/2021,252.57
869,6/7/2021,253.81
870,6/4/2021,250.79
871,6/3/2021,245.71
872,6/2/2021,247.3
873,6/1/2021,247.4
874,5/28/2021,249.68
875,5/27/2021,249.31
876,5/26/2021,251.49
877,5/25/2021,251.72
878,5/24/2021,250.78
879,5/21/2021,245.17
880,5/20/2021,246.48
881,5/19/2021,243.12
882,5/18/2021,243.08
883,5/17/2021,245.18
884,5/14/2021,248.15
885,5/13/2021,243.03
886,5/12/2021,239
887,5/11/2021,246.23
888,5/10/2021,247.18
889,5/7/2021,252.46
890,5/6/2021,249.73
891,5/5/2021,246.47
892,5/4/2021,247.79
893,5/3/2021,251.86
894,4/30/2021,252.18
895,4/29/2021,252.51
896,4/28/2021,254.56
897,4/27/2021,261.97
898,4/26/2021,261.55
899,4/23/2021,261.15
900,4/22/2021,257.17
901,4/21/2021,260.58
902,4/20/2021,258.26
903,4/19/2021,258.74
904,4/16/2021,260.74
905,4/15/2021,259.5
906,4/14/2021,255.59
907,4/13/2021,258.49
908,4/12/2021,255.91
909,4/9/2021,255.85
910,4/8/2021,253.25
911,4/7/2021,249.9
912,4/6/2021,247.86
913,4/5/2021,249.07
914,4/1/2021,242.35
915,3/31/2021,235.77
916,3/30/2021,231.85
917,3/29/2021,235.24
918,3/26/2021,236.48
919,3/25/2021,232.34
920,3/24/2021,235.46
921,3/23/2021,237.58
922,3/22/2021,235.99
923,3/19/2021,230.35
924,3/18/2021,230.72
925,3/17/2021,237.04
926,3/16/2021,237.71
927,3/15/2021,234.81
928,3/12/2021,235.75
929,3/11/2021,237.13
930,3/10/2021,232.42
931,3/9/2021,233.78
932,3/8/2021,227.39
933,3/5/2021,231.6
934,3/4/2021,226.73
935,3/3/2021,227.56
936,3/2/2021,233.87
937,3/1/2021,236.94
938,2/26/2021,232.38
939,2/25/2021,228.99
940,2/24/2021,234.55
941,2/23/2021,233.27
942,2/22/2021,234.51
943,2/19/2021,240.97
944,2/18/2021,243.79
945,2/17/2021,244.2
946,2/16/2021,243.7
947,2/12/2021,244.99
948,2/11/2021,244.49
949,2/10/2021,242.82
950,2/9/2021,243.77
951,2/8/2021,242.47
952,2/5/2021,242.2
953,2/4/2021,242.01
954,2/3/2021,243
955,2/2/2021,239.51
956,2/1/2021,239.65
957,1/29/2021,231.96
958,1/28/2021,238.93
959,1/27/2021,232.9
960,1/26/2021,232.33
961,1/25/2021,229.53
962,1/22/2021,225.95
963,1/21/2021,224.97
964,1/20/2021,224.34
965,1/19/2021,216.44
966,1/15/2021,212.65
967,1/14/2021,213.02
968,1/13/2021,216.34
969,1/12/2021,214.93
970,1/11/2021,217.49
971,1/8/2021,219.62
972,1/7/2021,218.29
973,1/6/2021,212.25
974,1/5/2021,217.9
975,1/4/2021,217.69
976,12/31/2020,222.42
977,12/30/2020,221.68
978,12/29/2020,224.15
979,12/28/2020,224.96
980,12/24/2020,222.75
981,12/23/2020,221.02
982,12/22/2020,223.94
983,12/21/2020,222.59
984,12/18/2020,218.59
985,12/17/2020,219.42
986,12/16/2020,219.28
987,12/15/2020,214.13
988,12/14/2020,214.2
989,12/11/2020,213.26
990,12/10/2020,210.52
991,12/9/2020,211.8
992,12/8/2020,216.01
993,12/7/2020,214.29
994,12/4/2020,214.36
995,12/3/2020,214.24
996,12/2/2020,215.37
997,12/1/2020,216.21
998,11/30/2020,214.07
999,11/27/2020,215.23
1000,11/25/2020,213.87
1001,11/24/2020,213.86
1002,11/23/2020,210.11
1003,11/20/2020,210.39
1004,11/19/2020,212.42
1005,11/18/2020,211.08
1006,11/17/2020,214.46
1007,11/16/2020,217.23
1008,11/13/2020,216.51
1009,11/12/2020,215.44
1010,11/11/2020,216.55
1011,11/10/2020,211.01
1012,11/9/2020,218.39
1013,11/6/2020,223.72
1014,11/5/2020,223.29
1015,11/4/2020,216.39
1016,11/3/2020,206.43
1017,11/2/2020,202.33
1018,10/30/2020,202.47
1019,10/29/2020,204.72
1020,10/28/2020,202.68
1021,10/27/2020,213.25
1022,10/26/2020,210.08
1023,10/23/2020,216.23
1024,10/22/2020,214.89
1025,10/21/2020,214.8
1026,10/20/2020,214.65
1027,10/19/2020,214.22
1028,10/16/2020,219.66
1029,10/15/2020,219.66
1030,10/14/2020,220.86
1031,10/13/2020,222.86
1032,10/12/2020,221.4
1033,10/9/2020,215.81
1034,10/8/2020,210.58
1035,10/7/2020,209.83
1036,10/6/2020,205.91
1037,10/5/2020,210.38
1038,10/2/2020,206.19
1039,10/1/2020,212.46
1040,9/30/2020,210.33
1041,9/29/2020,207.26
1042,9/28/2020,209.44
1043,9/25/2020,207.82
1044,9/24/2020,203.19
1045,9/23/2020,200.59
1046,9/22/2020,207.42
1047,9/21/2020,202.54
1048,9/18/2020,200.39
1049,9/17/2020,202.91
1050,9/16/2020,205.05
1051,9/15/2020,208.78
1052,9/14/2020,205.41
1053,9/11/2020,204.03
1054,9/10/2020,205.37
1055,9/9/2020,211.29
1056,9/8/2020,202.66
1057,9/4/2020,214.25
1058,9/3/2020,217.3
1059,9/2/2020,231.65
1060,9/1/2020,227.27
1061,8/31/2020,225.53
1062,8/28/2020,228.91
1063,8/27/2020,226.58
1064,8/26/2020,221.15
1065,8/25/2020,216.47
1066,8/24/2020,213.69
1067,8/21/2020,213.02
1068,8/20/2020,214.58
1069,8/19/2020,209.7
1070,8/18/2020,211.49
1071,8/17/2020,210.28
1072,8/14/2020,208.9
