Index,date,close
1,11/15/2024,320.72
2,11/14/2024,311.18
3,11/13/2024,330.24
4,11/12/2024,328.49
5,11/11/2024,350
6,11/8/2024,321.22
7,11/7/2024,296.91
8,11/6/2024,288.53
9,11/5/2024,251.44
10,11/4/2024,242.84
11,11/1/2024,248.98
12,10/31/2024,249.85
13,10/30/2024,257.55
14,10/29/2024,259.52
15,10/28/2024,262.51
16,10/25/2024,269.19
17,10/24/2024,260.48
18,10/23/2024,213.65
19,10/22/2024,217.97
20,10/21/2024,218.85
21,10/18/2024,220.7
22,10/17/2024,220.89
23,10/16/2024,221.33
24,10/15/2024,219.57
25,10/14/2024,219.16
26,10/11/2024,217.8
27,10/10/2024,238.77
28,10/9/2024,241.05
29,10/8/2024,244.5
30,10/7/2024,240.83
31,10/4/2024,250.08
32,10/3/2024,240.66
33,10/2/2024,249.02
34,10/1/2024,258.02
35,9/30/2024,261.63
36,9/27/2024,260.46
37,9/26/2024,254.22
38,9/25/2024,257.02
39,9/24/2024,254.27
40,9/23/2024,250
41,9/20/2024,238.25
42,9/19/2024,243.92
43,9/18/2024,227.2
44,9/17/2024,227.87
45,9/16/2024,226.78
46,9/13/2024,230.29
47,9/12/2024,229.81
48,9/11/2024,228.13
49,9/10/2024,226.17
50,9/9/2024,216.27
51,9/6/2024,210.73
52,9/5/2024,230.17
53,9/4/2024,219.41
54,9/3/2024,210.6
55,8/30/2024,214.11
56,8/29/2024,206.28
57,8/28/2024,205.75
58,8/27/2024,209.21
59,8/26/2024,213.21
60,8/23/2024,220.32
61,8/22/2024,210.66
62,8/21/2024,223.27
63,8/20/2024,221.1
64,8/19/2024,222.72
65,8/16/2024,216.12
66,8/15/2024,214.14
67,8/14/2024,201.38
68,8/13/2024,207.83
69,8/12/2024,197.49
70,8/9/2024,200
71,8/8/2024,198.84
72,8/7/2024,191.76
73,8/6/2024,200.64
74,8/5/2024,198.88
75,8/2/2024,207.67
76,8/1/2024,216.86
77,7/31/2024,232.07
78,7/30/2024,222.62
79,7/29/2024,232.1
80,7/26/2024,219.8
81,7/25/2024,220.25
82,7/24/2024,215.99
83,7/23/2024,246.38
84,7/22/2024,251.51
85,7/19/2024,239.2
86,7/18/2024,249.23
87,7/17/2024,248.5
88,7/16/2024,256.56
89,7/15/2024,252.64
90,7/12/2024,248.23
91,7/11/2024,241.03
92,7/10/2024,263.26
93,7/9/2024,262.33
94,7/8/2024,252.94
95,7/5/2024,251.52
96,7/3/2024,246.39
97,7/2/2024,231.26
98,7/1/2024,209.86
99,6/28/2024,197.88
100,6/27/2024,197.42
101,6/26/2024,196.37
102,6/25/2024,187.35
103,6/24/2024,182.58
104,6/21/2024,183.01
105,6/20/2024,181.57
106,6/18/2024,184.86
107,6/17/2024,187.44
108,6/14/2024,178.01
109,6/13/2024,182.47
110,6/12/2024,177.29
111,6/11/2024,170.66
112,6/10/2024,173.79
113,6/7/2024,177.48
114,6/6/2024,177.94
115,6/5/2024,175
116,6/4/2024,174.77
117,6/3/2024,176.29
118,5/31/2024,178.08
119,5/30/2024,178.79
120,5/29/2024,176.19
121,5/28/2024,176.75
122,5/24/2024,179.24
123,5/23/2024,173.74
124,5/22/2024,180.11
125,5/21/2024,186.6
126,5/20/2024,174.95
127,5/17/2024,177.46
128,5/16/2024,174.84
129,5/15/2024,173.99
130,5/14/2024,177.55
131,5/13/2024,171.89
132,5/10/2024,168.47
133,5/9/2024,171.97
134,5/8/2024,174.72
135,5/7/2024,177.81
136,5/6/2024,184.76
137,5/3/2024,181.19
138,5/2/2024,180.01
139,5/1/2024,179.99
140,4/30/2024,183.28
141,4/29/2024,194.05
142,4/26/2024,168.29
143,4/25/2024,170.18
144,4/24/2024,162.13
145,4/23/2024,144.68
146,4/22/2024,142.05
147,4/19/2024,147.05
148,4/18/2024,149.93
149,4/17/2024,155.45
150,4/16/2024,157.11
151,4/15/2024,161.48
152,4/12/2024,171.05
153,4/11/2024,174.6
154,4/10/2024,171.76
155,4/9/2024,176.88
156,4/8/2024,172.98
157,4/5/2024,164.9
158,4/4/2024,171.11
159,4/3/2024,168.38
160,4/2/2024,166.63
161,4/1/2024,175.22
162,3/28/2024,175.79
163,3/27/2024,179.83
164,3/26/2024,177.67
165,3/25/2024,172.63
166,3/22/2024,170.83
167,3/21/2024,172.82
168,3/20/2024,175.66
169,3/19/2024,171.32
170,3/18/2024,173.8
171,3/15/2024,163.57
172,3/14/2024,162.5
173,3/13/2024,169.48
174,3/12/2024,177.54
175,3/11/2024,177.77
176,3/8/2024,175.34
177,3/7/2024,178.65
178,3/6/2024,176.54
179,3/5/2024,180.74
180,3/4/2024,188.14
181,3/1/2024,202.64
182,2/29/2024,201.88
183,2/28/2024,202.04
184,2/27/2024,199.73
185,2/26/2024,199.4
186,2/23/2024,191.97
187,2/22/2024,197.41
188,2/21/2024,194.77
189,2/20/2024,193.76
190,2/16/2024,199.95
191,2/15/2024,200.45
192,2/14/2024,188.71
193,2/13/2024,184.02
194,2/12/2024,188.13
195,2/9/2024,193.57
196,2/8/2024,189.56
